Variablenübersicht (nur generierte und nicht interne Variablen);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Studie;Thema und Fragebogenausschnitt;Unterthema;Varname;;DStyp ID;Datensatztyp;Varlabel;Originalvariable;Dateninfo;SyntaxGenVar;VarLevel; Valuelabel Set;Ausprägungen;Text Dt
;;;;;;;;;;;;;-95;Eingangsfrage kA/Wn
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-98;Weiß nicht
GEDA19;Inanspruchnahme (1401);Krankenhaus (140102);IAambCz_k;;17;Abt2_DS;Tagespatient im Khs i.d.l. 12 Mon.: Anzahl Aufnahmen (kateg.);(IAambC IAambDz IAambCz;"Neu generierte Variable für Eurostat, kein Tagespatient i.d.l. 12 Monaten wird mit ""0"" kodiert, die Obergrneze wurde gemäß den Anonymisierungsregeln auf ""3"" gesetzt.
IAambCz_k ist Missing, wenn die Eingangsfragen Missing sind.";"IAambCz_k = IAambCz;
if IAambCz > 3 then IAambCz_k=3;";Scale;IAambCz_k;;
;;;;;;;;;;;;;-95;Eingangsfrage kA/wn
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;3;3 oder mehr
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp2B_lz_k;;17;Abt2_DS;Letzter Stuhltest .d.l. zwei Jahren (Alter >= 55);IAkfutyp2B_lz age;"Personen ab 55 Jahren, die vor weniger als 2 Jahren einen Stuhltest hatten, werden auf ""Ja"" gesetzt.
Personen ab 55 Jahren, die noch nie oder länger als vor 2 Jahren einen Stuhltest hatten, werden auf ""Nein"" gesetzt.

Alle anderen Personen stehen auf Missing.

IAkfutyp2B_lz_k ist Missing, wenn IAkfutyp2B_lz ""Weiß nicht"" oder ""keine Angabe"" ist.";"if  ((age5 >=12)  and (IAkfutyp2B_lz in (1 2))) then IAkfutyp2B_lz_k=1;
if ((age5 >=12) and (IAkfutyp2B_lz in (3 4 5))) then IAkfutyp2B_lz_k=2; 
if (age5 <12) then IAkfutyp2B_lz_k=.;
if ((age5 >=12) and (IAkfutyp2B_lz in (.W .K))) then IAkfutyp2B_lz_k=.;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp2B_lz_k2;;17;Abt2_DS;Letzter Stuhltest i.d.l. 12 Mon (Alter >=50 bis <55 J.);IAkfutyp2B_lz age;;"if  ((age5 =11)  and (IAkfutyp2B_lz in (1 ))) then IAkfutyp2B_lz_k2=1;
if ((age5 =11) and (IAkfutyp2B_lz in (2 3 4 5))) then IAkfutyp2B_lz_k2=2; 
if (age5 <11) then IAkfutyp2B_lz_k2=.;
if (age5 >=12)  then IAkfutyp2B_lz_k2=.;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp4B_lz_k;;17;Abt2_DS;Letzte Darmspiegelung i.d.l. 10 Jahren (Alter >= 55);IAkfutyp4B_lz age;"Personen ab 55 Jahren, die vor weniger als 10  Jahren eine Darmspiegelung hatten, werden auf ""Ja"" gesetzt.
Personen ab 55 Jahren, die noch nie oder länger als vor 10  Jahren eine Darmspiegelung hatten, werden auf ""Nein"" gesetzt.

Alle anderen Personen stehen auf Missing.

IAkfutyp4B_lz_k ist Missing, wenn IAkfutyp4B_lz ""Weiß nicht"" oder ""keine Angabe"" ist.";"if ((age5 >11)    and (IAkfutyp4B_lz in (1  2  3)))  then IAkfutyp4B_lz_k=1;
 if ((age5 >11)    and (IAkfutyp4B_lz in ( 4  5)))  then IAkfutyp4B_lz_k=2;
if (age5 <= 11)    then IAkfutyp4B_lz_k=.;
if ((age5 >11) and (IAkfutyp4B_lz in (.W .K)))   then IAkfutyp4B_lz_k=.;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp4B_lz_k2;;17;Abt2_DS;Letzte Darmspiegelung i.d.l. 10 J. (Frauen >=55 J., Männer >= 50 J.);IAkfutyp4B_lz age;"Frauen ab 55 Jahren bzw. Männer ab 50 Jahren, die vor weniger als 10  Jahren eine Darmspiegelung hatten, werden auf ""Ja"" gesetzt.
Frauen ab 55 Jahren bzw. Männer ab 50 Jahren, die noch nie oder länger als vor 10  Jahren eine Darmspiegelung hatten, werden auf ""Nein"" gesetzt.

Alle anderen Personen stehen auf Missing.

IAkfutyp4B_lz_k2 ist Missing, wenn IAkfutyp4B_lz ""Weiß nicht"" oder ""keine Angabe"" ist.

Für das Geschlecht wurde die Varible ""gender"" verwendet.";"if (age >= 50 and IAkfutyp4B_lz in (1 2 3)) then IAkfutyp4B_lz_k2=1;
if (age >= 50   and IAkfutyp4B_lz in (4 5)) then IAkfutyp4B_lz_k2=2;
if (age < 50  and gender =1 ) then IAkfutyp4B_lz_k2=.;
if (age < 55 and gender=2) then IAkfutyp4B_lz_k2=.;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp7B_lz_k;;17;Abt2_DS;Letzte Mammografie i.d.l. zwei Jahren, (Frauen: 50>= Jahre <70);IAkfutyp7B_lz age;"Frauen zwischen 50 und 69 Jahren, die vor weniger als 2 Jahren eine Mammografie hatten, werden auf ""Ja"" gesetzt.
Frauen zwischen 50 und 69 Jahren, die noch nie oder länger als vor 2 Jahren eine Mammografie hatten, werden auf ""Nein"" gesetzt.

Alle anderen Personen stehen auf Missing.

IAkfutyp7B_lz_k ist Missing, wenn IAkfutyp7B_lz Missing ist.
Männer sind mit ""Nicht erhoben"" kodiert.";"if age5 in (11 12 13 14) and IAkfutyp7B_lz in (1 2) then IAkfutyp7B_lz_k=1;
if age5 in (11 12 13 14) and IAkfutyp7B_lz in (3 4 5) then IAkfutyp7B_lz_k=2;
if age5 <11 then IAkfutyp7B_lz_k=.;
if age5 >14  then IAkfutyp7B_lz_k=.;
if sex=1 then  IAkfutyp7B_lz_k=.N;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp7C_lz;;17;Abt2_DS;Letzte Mammografie (inkl. Transgender);IAkfutyp7B_lz, IAkfutyp7B_lz_h;Für GEDA werden die Informationen aus der Frage nach der letzten Mammografie für Frauen und der Frage nach der letzten Mammografie für Transgender in eine Variable zusammengeführt.;"*Hinweis: die Syntax muss in der Korrektursyntax laufen, da es sonst Probleme bei der Reihenfolge geben könnte;
*#E2: Die Variablen werden für den Abt-DS in IAkfutyp7C_lz zusammengeführt, nicht aber für den EHIS-DS;
/*IAkfutyp7C_lz = IAkfutyp7B_lz;*/
/*if (sex = 2 or FBsex2 = 2) and IAkfutyp7B_lz = .F then do; IAkfutyp7C_lz = IAkfutyp7B_lz_h; end;*/";Ordinal;IAkfutyp7B_lz;;
;;;;;;;;;;;;;-96;Filterbedingt fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Innerhalb der letzten 12 Monate
;;;;;;;;;;;;;2;Vor 1 bis weniger als 2 Jahren
;;;;;;;;;;;;;3;Vor 2 bis weniger als 3 Jahren
;;;;;;;;;;;;;4;Vor 3 Jahren oder mehr
;;;;;;;;;;;;;5;Nie
;;;;;;;;;;;;;6;Trifft nicht zu
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp7E_lz;;17;Abt2_DS;Letzte Mammografie (gender);IAkfutyp7C_lz, gender;"In IAkfutyp7E_lz werden die Informationen aus der Frage nach der letzten Mammografie mit der Variable ""gender"" gefiltert. 
Hilfsweise werden die Informationen aus IAkfutyp7B_lz_h zu Grunde gelegt, wenn gender=weiblich ist.
Alle mit gender= männlich werden auf ""Nicht erhoben"" gesetzt.";"*Hinweis: die Syntax muss in der Korrektursyntax  laufen, da es sonst Probleme bei der Reihenfolge geben könnte;
*neue Variable mit gender als Kriterium;
*IAkfutyp7E_lz = IAkfutyp7B_lz;
*if gender = 2  and IAkfutyp7B_lz = .F  then IAkfutyp7E_lz = IAkfutyp7B_lz_h;
*if gender = 1 then IAkfutyp7E_lz = .N;";Ordinal;IAkfutyp7B_lz;;
;;;;;;;;;;;;;-96;Filterbedingt fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Innerhalb der letzten 12 Monate
;;;;;;;;;;;;;2;Vor 1 bis weniger als 2 Jahren
;;;;;;;;;;;;;3;Vor 2 bis weniger als 3 Jahren
;;;;;;;;;;;;;4;Vor 3 Jahren oder mehr
;;;;;;;;;;;;;5;Nie
;;;;;;;;;;;;;6;Trifft nicht zu
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp5B_lz_k;;17;Abt2_DS;Letzter Gebärmutterhalsabstrich i.d.l. 12 Mon. (Alter >= 20);IAkfutyp5B_lz age;"Frauen ab 20 Jahren, die vor weniger als 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Ja"" gesetzt.
Frauen ab 20 Jahren, die noch nie oder länger als vor 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Nein"" gesetzt.

Männer stehen auf ""Nicht erhoben"". Frauen unter 20 stehen auf Missing.

IAkfutyp5B_lz_k ist Missing, wenn IAkfutyp5B_lz Missing ist.";"if age5 >=5  and IAkfutyp5B_lz in (1 ) then IAkfutyp5B_lz_k=1;
 if age5 >=5 and IAkfutyp5B_lz in (2 3 4 5) then IAkfutyp5B_lz_k=2; 
if age5 < 5 then IAkfutyp5B_lz_k=.;
if sex=1 then IAkfutyp5B_lz_k=.N;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp5B_lz_k2;;17;Abt2_DS;Letzter Gebärmutterhalsabstrich i.d.l. 12 Mon. (20>=Alter <35);IAkfutyp5B_lz age;"Frauen zwischen 20 und 34 Jahren, die vor weniger als 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Ja"" gesetzt.
Frauen zwischen 20 und 34 Jahren, die noch nie oder länger als vor 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Nein"" gesetzt.

Männer stehen auf ""Nicht erhoben"". Frauen in anderen Altersgruppen stehen auf Missing.

IAkfutyp5B_lz_k ist Missing, wenn IAkfutyp5B_lz Missing ist.";"/*Hilfsvariable*/
if age5>4 then age5_IA1= (age5=5) + 2*(age5=6) + 3*(age5=7) + 4*(age5=8) +
5*(age5=9)+6*(age5=10) +7*(age5=11) +8*(age5=12) +9*(age5=13) +10*(age5=14)
+11*(age5>14);


if age5_IA1 in (1 2 3)  and IAkfutyp5B_lz in (1 ) then IAkfutyp5B_lz_k2=1;
if age5_IA1 in (1 2 3) and IAkfutyp5B_lz in (2 3 4 5) then IAkfutyp5B_lz_k2=2;


if age <20 then  IAkfutyp5B_lz_k2=.;
if age >34  then  IAkfutyp5B_lz_k2=.;
if sex=1 then  IAkfutyp5B_lz_k2=.N;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp5B_lz_k3;;17;Abt2_DS;Letzter Gebärmutterhalsabstrich i.d.l. 12 Mon. (Alter > 35);IAkfutyp5B_lz age;"Frauen ab 30 Jahren, die vor weniger als 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Ja"" gesetzt.
Frauen ab 30 Jahren, die noch nie oder länger als vor 12 Monaten einen Gebärmutterhalsabstrich hatten, werden auf ""Nein"" gesetzt.

Männer stehen auf ""Nicht erhoben"". Frauen bis 35 sind auf Missing gesetzt.
IAkfutyp5B_lz_k ist Missing, wenn IAkfutyp5B_lz Missing ist.";"if age5_IA1 >=4  and IAkfutyp5B_lz in (1 ) then IAkfutyp5B_lz_k3=1;
if age5_IA1 >=4 and IAkfutyp5B_lz in (2 3 4 5) then IAkfutyp5B_lz_k3=2;
if age5_IA1 <4 then IAkfutyp5B_lz_k3=.;
if sex=1 then IAkfutyp5B_lz_k3=.N;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Früherkennung, Krebsfrüherkennung (140107);IAkfutyp7Bgr_k;;17;Abt2_DS;Letzte Mammographie: Nat. Screeningprogr. (Frauen: 50>= Alter < 70);IAkfutyp7B_lz age;"Frauen zwischen 50 und 69 Jahren, die eine Mammografie aufgrund der Einladung zum nationalen Screening hatten, werden auf ""Ja"" gesetzt.
Frauen zwischen 50 und 69 Jahren, die aus einem anderen Grund eine Mammografie hatten, werden auf ""Nein"" gesetzt.

Männer stehen auf ""Nicht erhoben"", Frauen in anderen Altersgruppen sind Missing.

IAkfutyp7Bgr_k ist Missing, wenn IAkfutyp7Bgr_m1 und  IAkfutyp7Bgr_m2 Missing sind.";"/*Hilfsvariable*/
if age5>10 then age5_IA= (age5=11) + 2*(age5=12) + 3*(age5=13) + 4*(age5=14)
+ 5*(age5>14);

if sex=2 and age5_ia in (1 2 3 4) and IAkfutyp7Bgr_m1 =1 and IAkfutyp7Bgr_m2=0 then IAkfutyp7Bgr_k= 1;
 if sex=2 and age5_ia in (1 2 3 4) and IAkfutyp7Bgr_m1 =0 and IAkfutyp7Bgr_m2=1 then IAkfutyp7Bgr_k=2;

if age5_ia not in (1 2 3 4) then IAkfutyp7Bgr_k=.;
if sex=1 then IAkfutyp7Bgr_k=.N;";Nominal;JaNein;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ja
;;;;;;;;;;;;;2;Nein
GEDA19;Inanspruchnahme (1401);Krankenversicherung (140108);IAkv1G;;17;Abt2_DS;Krankenversicherung in 3 Kat.;IAkvhaupt;"Zusammenfassung der Informationen aus IAkvhaupt in drei Kategorien.
GKV bleibt ""GKV"".
PKV/Beihilfe bleibt ""PKV/Beihilfe"".
Anderer Anspruch und keine Krankenversicherung und Selbstzahler werden der Kategorie ""Rest"" zugeordnet.
Missingwerte: die Antwortmöglichkeiten ""Weiß nicht"" und ""Keine Angabe"" von IAkvhaupt werden bei IAkv1G zu Missingwerten.";"*nur die Bildung von IAkv1G möglich (s. Dateninfo #24);
if IAkvhaupt = 1 then IAkv1G = 1;
if IAkvhaupt = 2 then IAkv1G = 2;
if IAkvhaupt in (3 4) then IAkv1G = 3; 
/*Weiß nicht und Keine Angabe werden zu Missing*/";Nominal;IAkvD1f;;
;;;;;;;;;;;;;1;GKV
;;;;;;;;;;;;;2;PKV/Beihilfe
;;;;;;;;;;;;;3;Rest
GEDA19;Arbeitsunfähigkeit (1404);Arbeitsunfähigkeit allgemein (140400);AUarbzD;;17;Abt2_DS;Krankheitsbedingt nicht zur Arbeit: Tage;AUarbzC;i.d.l. 12 Monaten;"/*INFO: Durch die Reihenfolge muss die Syntax für die generierte Variable in der Korrektursyntax laufen*/
/*alle Werte aus der EHIS-Variable (AUarbzC) werden in die GEDA-Variable (AUarbzD) übertragen*/
/*AUarbzD=AUarbzC;*/
 /*Anzahl der Tage auf 0 setzen, wenn die Eingangsfrage mit ""Nein"" beantwortet wurde*/
/* if AUarbC = 2 then AUarbzD = 0;*/
 /*Anzahl auf .E setzen, wenn die Eingangsfrage mit ""Weiß nicht"" oder ""Keine Angabe"" beantwortet wurde*/
/* if AUarbC in (.W .K) then AUarbzD = .E;*/";Scale;WnKaFilt20f;;
;;;;;;;;;;;;;-95;Eingangsfrage kA/Wn
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-98;Weiß nicht
GEDA19;Arbeitsunfähigkeit (1404);Arbeitsunfähigkeit allgemein (140400);AUarbzC_k;;17;Abt2_DS;Krankheitsbedingt nicht zur Arbeit: Tage (EHIS) kat.;;"Wird von EHIS verlangt, neu in GEDA19.
Die Krankheitstage werden in 5 Kategorien unterteilt, wenn AUarbC mit ""Ja"" beantwortet wurde.
Ist AUarbC ""nein"" oder Filterbedingt fehlend"", wird AUarbzC_k auf .F gesetzt.
AUarbzC_k ist Missing, wenn AUarbzC SYSMIS, .K oder .W ist.";"if (AUarbzC > 0 and AUarbzC < 8) then AUarbzC_k=1;
if (AUarbzC > 7 and AUarbzC < 15) then AUarbzC_k=2;
if (AUarbzC > 14 and AUarbzC < 31) then AUarbzC_k=3;
if (AUarbzC > 30 and AUarbzC < 181) then AUarbzC_k=4;
if (AUarbzC >= 181 ) then AUarbzC_k=5;
if (AUarbC = 2) then AUarbzC_k=.F ;
if (AUarbC = .F) then AUarbzC_k=.F ;";Scale;AUarbzC_k;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;1;1 - 7 Tage
;;;;;;;;;;;;;2;8 - 14 Tage
;;;;;;;;;;;;;3;15 - 30 Tage
;;;;;;;;;;;;;4;31 - 180 Tage
;;;;;;;;;;;;;5;> 180 Tage
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAehispaq2_k;;17;Abt2_DS;Bewegung zu Fuß: Laufen um von Ort zu Ort zu gelangen;KAehispaq2;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity, Performing (non-work-related) physical activities, S.46/47
Angabe ob in einer typischen Woche mindestens 10 Minuten ohne Unterbrechung zu Fuß gegangen wird, um von Ort zu Ort zu gelangen. Zum Beispiel zur Arbeit, zur Uni, zur Schule oder zum Einkaufen. Nach EHIS-Vorgabe binär umgesetzt bei Angabe von Tagen = 1/Ja und Angabe von Nie oder seltener als 1 Tag pro Woche = 0/Nein. Missing: wenn KAehispaq2 nicht beantwortet worden ist.";"/*A. Walking to get to and from places, PE2*/
IF KAehispaq2 = 0 THEN PE2c = 0; 
IF (KAehispaq2>= 1 AND KAehispaq2<= 7) THEN PE2c = 1;
KAehispaq2_k = PE2c;";Nominal;JaNeinEHIS;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;Nein
;;;;;;;;;;;;;1;Ja
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAehispaq4_k;;17;Abt2_DS;Bewegung mit Fahrrad: Fahrrad fahren um von Ort zu Ort zu gelangen;KAehispaq4;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity, Performing (non-work-related) physical activities, S.46/47
Angabe ob in einer typischen Woche mindestens 10 Minuten ohne Unterbrechung Fahrrad gefahren wird, um von Ort zu Ort zu gelangen. Zum Beispiel zur Arbeit, zur Uni, zur Schule oder zum Einkaufen. Nach EHIS-Vorgabe binär umgesetzt bei Angabe von Tagen = 1/Ja und Angabe von Nie oder seltener als 1 Tag pro Woche = 0/Nein. Missing: wenn KAehispaq4 nicht beantwortet worden ist.";"/*B. Cycling to get to and from places, PE4*/
IF KAehispaq4 = 0 THEN PE4c = 0; 
IF (KAehispaq4>= 1 AND KAehispaq4<= 7) THEN PE4c = 1;
KAehispaq4_k = PE4c;";Nominal;JaNeinEHIS;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;Nein
;;;;;;;;;;;;;1;Ja
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAehispaq6_k;;17;Abt2_DS;Sport: (ohne körperliche Aktivität bei der Arbeit und um von Ort zu Ort zu gelangen);KAehispaq6;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity, Performing (non-work-related) physical activities, S.46/47
Angabe ob in einer typischen Woche mindestens 10 Minuten ohne Unterbrechung Sport, Fitness oder körperliche Aktivität in der Freizeit ausgeübt wird. Nach EHIS-Vorgabe binär umgesetzt bei Angabe von Tagen = 1/Ja und Angabe von Nie oder seltener als 1 Tag pro Woche = 0/Nein. Missing: wenn KAehispaq6 nicht beantwortet worden ist.";"/*C. Sports (excluding physically active transportation), PE6*/
IF KAehispaq6 = 0 THEN PE6c = 0;
IF (KAehispaq6>= 1 AND KAehispaq6 <= 7) THEN PE6c = 1;
KAehispaq6_k = PE6c;";Nominal;JaNeinEHIS;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;Nein
;;;;;;;;;;;;;1;Ja
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAehispaq8_k;;17;Abt2_DS;Aufbau oder die Kräftigung der Muskulatur;KAehispaq8;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity, Performing (non-work-related) physical activities, S.46/47
Angabe ob in einer typischen Woche mindestens 10 Minuten ohne Unterbrechung körperliche Aktivitäten, die speziell für den Aufbau oder die Kräftigung der Muskulatur gedacht sind ausgeübt werden. Nach EHIS-Vorgabe binär umgesetzt bei Angabe von Tagen = 1/Ja und Angabe von Nie oder seltener als 1 Tag pro Woche = 0/Nein. Missing: wenn KAehispaq8 nicht beantwortet worden ist.";"/*D. Muscle-strengthening activity, PE8*/
IF KAehispaq8 = 0 THEN PE8c = 0;
IF (KAehispaq8>=1 AND KAehispaq8<=7) THEN PE8c = 1;
KAehispaq8_k = PE8c;";Nominal;JaNeinEHIS;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;Nein
;;;;;;;;;;;;;1;Ja
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAwalkmin;;17;Abt2_DS;Zu Fußgehzeit [Minuten/Woche];KAehispaq2 KAehispaq3;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity/ Physically active transportation (time spent on commuting activity), S.48/49
Berechnung der Gesamtzeit aus KAehispaq2 und KAehispaq3 zum Laufen/zu Fuß gegangen (Minuten pro Woche).  Missing: wenn KAehispaq2 nicht beantwortet worden ist und KAehispaq3 auf ""Eingangsfrage kA/Wn"" steht, oder wenn KAehispaq3 nicht beantwortet worden ist.";"/*Recoding PE2*/
PE2p = KAehispaq2;
IF KAehispaq2 not in (0, 1, 2, 3, 4, 5, 6, 7) THEN PE2p=.;

/*Recoding of variables (into minutes)*/
PE3p = KAehispaq3;
IF PE2p=. OR (KAehispaq3 not in (1, 2, 3, 4, 5)) THEN PE3p=.;
IF KAehispaq2=0 THEN PE3p=0;
/*Umkodierung: ordinal in scale*/
IF KAehispaq3 = 1 then PE3p = 20;
IF KAehispaq3 = 2 then PE3p = 45;
IF KAehispaq3 = 3 then PE3p = 90;
IF KAehispaq3 = 4 then PE3p = 150;
IF KAehispaq3 = 5 then PE3p = 210;

/*Calculation of total time spent on walking (minutes per week)*/
/*generate variable walMIN => Kawalkmin*/
 walMIN= PE2p*PE3p;
Kawalkmin=walMIN;";Scale;;;
;;;;;;;;;;;;;;
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAcyclemin;;17;Abt2_DS;Radfahrzeit [Minuten/Woche];KAehispaq4 KAehispaq5;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity/ Physically active transportation (time spent on commuting activity), S.48/49
Berechnung der Gesamtzeit aus KAehispaq4 und KAehispaq5 zum Fahrrad fahren (Minuten pro Woche).  Missing: wenn KAehispaq4 nicht beantwortet worden ist und KAehispaq5 auf ""Eingangsfrage kA/Wn"" steht, oder wenn KAehispaq5 nicht beantwortet worden ist.";"/*Recoding PE4*/
PE4p = KAehispaq4;
IF KAehispaq4 not in (0, 1, 2, 3, 4, 5, 6, 7) THEN PE4p=.;

/*Recoding of variables (into minutes)*/
PE5p = KAehispaq5;
IF PE4p=. OR (KAehispaq5 not in (1, 2, 3, 4, 5)) THEN PE5p=.;
IF KAehispaq4=0 THEN PE5p=0;
/*Umkodierung: ordinal in scale*/
IF KAehispaq5 = 1 then PE5p = 20;
IF KAehispaq5 = 2 then PE5p = 45;
IF KAehispaq5 = 3 then PE5p = 90;
IF KAehispaq5 = 4 then PE5p = 150;
IF KAehispaq5 = 5 then PE5p = 210;

/*Calculation of total time spent on bicycling (minutes per week)*/
/*generate variables bicMIN => Kacyclemin*/
 bicMIN= PE4p*PE5p;
 Kacyclemin=bicMIN;";Scale;;;
;;;;;;;;;;;;;;
GEDA19;Körperliche Aktivität (1501);Körperliche Aktivität allgemein (150100);KAtbka;;17;Abt2_DS;Transportbez. körp. Aktivität in MET (Energieverbr. in MET = Metabol. Äquivalent) [Minuten/Woche];KAehispaq2 KAehispaq3 KAehispaq4 KAehispaq5;"EHIS Wave 3_Indicators_manual_(2019-06-24).pdf: 3.3.2. Physical activity/ Physically active transportation (time spent on commuting activity), S.48/49
Berechnung des Gesamtindikators für transportbezogene körperliche Aktivität (Energieverbrauch in MET = Metabolisches Äquivalent in Minuten pro Woche). KAtbka = (KAwalkmin * 3.3) + (KAcyclemin * 6). Missing: wenn Kawalkmin und/oder Kacyclemin nicht beantwortet worden sind.";"/*Calculation of overall active transportation indicator, MET=Metabolic equivalent (in minutes per week)*/
/*generate walMET*/
 walMET = KAwalkmin * 3.3;
/*generate bicMET*/
 bicMET = KAcyclemin * 6;
/*generate totalMET*/
 totalMET = walMET + bicMET;
 Katbka=totalMET;";Scale;;;
;;;;;;;;;;;;;;
